Frame;CaptureTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazeOriginX;CombinedGazeOriginY;CombinedGazeOriginZ;HitPointX;HitPointY;HitPointZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
2074585;1001005288286035302;(-0.10, 1.31, -0.25);(0.02324, 0.16477, 0.02207, 0.98581);VALID;0.1073493;0.3264232;0.9391081;-0.2220389;0.902113;-9.427498;-0.1576294;1.097967;-8.864033;65.500;VALID;(0.121, 0.315, 0.941);(-0.034, 0.000, 0.000);0.408;5.173;5.173;VALID;(0.028, 0.387, 0.922);(0.034, 0.000, 0.000);0.411;4.975;12.103;0.4425468;0
2074588;1001005288301039381;(-0.10, 1.31, -0.25);(0.02207, 0.16477, 0.02232, 0.98583);VALID;0.107654;0.3249939;0.9395688;-0.2220389;0.902113;-9.427498;-0.1574465;1.097109;-8.863756;65.500;VALID;(0.119, 0.315, 0.942);(-0.034, 0.000, 0.000);0.409;5.190;5.190;VALID;(0.007, 0.384, 0.923);(0.034, 0.000, 0.000);0.434;5.253;12.103;0.4288902;0
2074590;1001005288311046683;(-0.10, 1.31, -0.25);(0.02096, 0.16455, 0.02261, 0.98589);VALID;0.1067121;0.3242626;0.9399289;-0.2220389;0.902113;-9.427498;-0.1580116;1.096671;-8.863541;65.500;VALID;(0.117, 0.315, 0.942);(-0.034, 0.000, 0.000);0.410;5.194;5.194;VALID;(0.024, 0.383, 0.923);(0.034, 0.000, 0.000);0.412;4.986;12.103;0.4603532;0
2074592;1001005288321053929;(-0.10, 1.31, -0.25);(0.02006, 0.16412, 0.02290, 0.98597);VALID;0.1063876;0.3241167;0.940016;-0.2220389;0.902113;-9.427498;-0.1582063;1.096583;-8.863488;65.500;VALID;(0.116, 0.315, 0.942);(-0.034, 0.000, 0.000);0.411;5.209;5.209;VALID;(0.024, 0.375, 0.927);(0.034, 0.000, 0.000);0.409;4.947;12.103;0.5050889;0
2074594;1001005288331061126;(-0.10, 1.31, -0.25);(0.01892, 0.16400, 0.02330, 0.98600);VALID;0.1072321;0.3236858;0.9400685;-0.2220389;0.902113;-9.427498;-0.1576997;1.096324;-8.863457;65.500;VALID;(0.116, 0.315, 0.942);(-0.034, 0.000, 0.000);0.411;5.212;5.212;INVALID;;;;;;2;0
2074597;1001005288346068269;(-0.10, 1.31, -0.25);(0.01771, 0.16361, 0.02371, 0.98608);VALID;0.1073898;0.3232994;0.9401835;-0.2220389;0.902113;-9.427498;-0.157605;1.096093;-8.863388;65.500;VALID;(0.115, 0.315, 0.942);(-0.034, 0.000, 0.000);0.411;5.213;5.213;VALID;(0.024, 0.369, 0.929);(0.034, 0.000, 0.000);0.434;5.247;12.103;0.5431487;0
2074599;1001005288356068354;(-0.10, 1.31, -0.25);(0.01666, 0.16318, 0.02416, 0.98616);VALID;0.1073133;0.3230391;0.9402817;-0.2220389;0.902113;-9.427498;-0.1576509;1.095936;-8.863329;65.500;VALID;(0.115, 0.315, 0.942);(-0.034, 0.000, 0.000);0.412;5.227;5.227;VALID;(0.026, 0.370, 0.929);(0.034, 0.000, 0.000);0.436;5.272;12.103;0.540444;0
2074601;1001005288366068441;(-0.10, 1.31, -0.25);(0.01569, 0.16280, 0.02460, 0.98623);VALID;0.1068704;0.3221142;0.9406493;-0.2220389;0.902113;-9.427498;-0.1579167;1.095381;-8.863109;65.500;VALID;(0.115, 0.314, 0.942);(-0.034, 0.000, 0.000);0.414;5.255;5.255;VALID;(0.025, 0.370, 0.929);(0.034, 0.000, 0.000);0.446;5.401;12.103;0.5340779;0
2074603;1001005288376068797;(-0.10, 1.32, -0.25);(0.01440, 0.16242, 0.02511, 0.98630);VALID;0.1084739;0.3001335;0.9477095;-0.2220389;0.902113;-9.427498;-0.1569546;1.082193;-8.858872;65.500;VALID;(0.116, 0.297, 0.948);(-0.034, 0.000, 0.000);0.415;5.262;5.262;INVALID;;;;;;2;0
2074606;1001005288391069406;(-0.10, 1.32, -0.25);(0.01319, 0.16196, 0.02559, 0.98638);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074608;1001005288401076716;(-0.10, 1.32, -0.25);(0.01226, 0.16140, 0.02604, 0.98647);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074610;1001005288411083973;(-0.10, 1.32, -0.25);(0.01091, 0.16102, 0.02647, 0.98654);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074612;1001005288421091174;(-0.10, 1.32, -0.25);(0.00941, 0.16046, 0.02698, 0.98663);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074614;1001005288431098324;(-0.10, 1.32, -0.25);(0.00825, 0.15978, 0.02754, 0.98673);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074617;1001005288446102053;(-0.10, 1.32, -0.25);(0.00716, 0.15919, 0.02800, 0.98683);VALID;0.08122166;0.2788588;0.9568912;-0.2220389;0.902113;-9.427498;-0.1733059;1.069428;-8.853363;65.500;INVALID;;;;;;VALID;(-0.040, 0.213, 0.976);(0.034, 0.000, 0.000);0.337;4.081;12.103;2;0
2074619;1001005288456102225;(-0.10, 1.32, -0.25);(0.00593, 0.15847, 0.02843, 0.98694);VALID;0.04068603;0.2560472;0.9658077;-0.2220389;0.902113;-9.427498;-0.1976273;1.055741;-8.848013;65.500;VALID;(0.008, 0.246, 0.969);(-0.034, 0.000, 0.000);0.428;5.421;5.421;VALID;(0.021, 0.357, 0.934);(0.034, 0.000, 0.000);0.420;5.082;12.103;2;0
2074621;1001005288466102422;(-0.10, 1.32, -0.25);(0.00470, 0.15781, 0.02901, 0.98703);VALID;0.03024447;0.252716;0.9670677;-0.2220389;0.902113;-9.427498;-0.2038922;1.053743;-8.847258;65.500;VALID;(0.103, 0.286, 0.953);(-0.034, 0.000, 0.000);0.419;5.314;5.314;VALID;(0.000, 0.335, 0.942);(0.034, 0.000, 0.000);0.416;5.039;12.103;0.5328988;0
2074623;1001005288476102775;(-0.10, 1.32, -0.25);(0.00386, 0.15684, 0.02939, 0.98718);VALID;0.02576583;0.2685292;0.9629269;-0.2220389;0.902113;-9.427498;-0.2065794;1.063231;-8.849742;65.500;VALID;(0.071, 0.288, 0.955);(-0.034, 0.000, 0.000);0.419;5.309;5.309;VALID;(-0.027, 0.336, 0.942);(0.034, 0.000, 0.000);0.417;5.041;12.103;0.5466957;0
2074625;1001005288486103101;(-0.10, 1.32, -0.25);(0.00308, 0.15608, 0.02979, 0.98729);VALID;0.01954753;0.2770976;0.9606429;-0.2220389;0.902113;-9.427498;-0.2103104;1.068372;-8.851112;65.500;VALID;(0.048, 0.292, 0.955);(-0.034, 0.000, 0.000);0.422;5.353;5.353;VALID;(-0.046, 0.342, 0.938);(0.034, 0.000, 0.000);0.422;5.112;12.103;0.5474863;0
2074628;1001005288501113930;(-0.10, 1.32, -0.25);(0.00203, 0.15527, 0.03019, 0.98741);VALID;0.009044056;0.2866483;0.9579932;-0.2220389;0.902113;-9.427498;-0.2166125;1.074102;-8.852702;65.500;VALID;(0.028, 0.296, 0.955);(-0.034, 0.000, 0.000);0.423;5.358;5.358;VALID;(-0.052, 0.344, 0.937);(0.034, 0.000, 0.000);0.402;4.867;12.103;0.6027545;0
2074630;1001005288511121087;(-0.10, 1.32, -0.25);(0.00125, 0.15430, 0.03050, 0.98755);VALID;0.009844286;0.2952469;0.9553702;-0.2220389;0.902113;-9.427498;-0.2161324;1.079261;-8.854276;65.500;VALID;(0.024, 0.298, 0.954);(-0.034, 0.000, 0.000);0.418;5.306;5.306;VALID;(-0.050, 0.344, 0.938);(0.034, 0.000, 0.000);0.398;4.814;12.103;0.6333929;0
2074632;1001005288521128193;(-0.10, 1.32, -0.25);(0.00086, 0.15333, 0.03075, 0.98770);VALID;0.01171969;0.3013391;0.953445;-0.2220389;0.902113;-9.427498;-0.2150071;1.082916;-8.855431;65.500;VALID;(0.023, 0.299, 0.954);(-0.034, 0.000, 0.000);0.416;5.270;5.270;VALID;(-0.050, 0.345, 0.937);(0.034, 0.000, 0.000);0.398;4.814;12.103;0.6399069;0
2074634;1001005288531135251;(-0.10, 1.32, -0.25);(0.00016, 0.15234, 0.03092, 0.98784);VALID;0.01391785;0.3044869;0.9524149;-0.2220389;0.902113;-9.427498;-0.2136882;1.084805;-8.856049;65.500;VALID;(0.023, 0.300, 0.954);(-0.034, 0.000, 0.000);0.413;5.235;5.235;VALID;(-0.048, 0.347, 0.937);(0.034, 0.000, 0.000);0.404;4.889;12.103;0.6334708;0
2074637;1001005288546138947;(-0.10, 1.32, -0.25);(-0.00031, 0.15152, 0.03108, 0.98797);VALID;0.01527025;0.3065019;0.9517475;-0.2220389;0.902113;-9.427498;-0.2128768;1.086014;-8.856449;65.500;VALID;(0.024, 0.300, 0.954);(-0.034, 0.000, 0.000);0.410;5.194;5.194;VALID;(-0.047, 0.349, 0.936);(0.034, 0.000, 0.000);0.404;4.891;12.103;0.6141832;0
2074639;1001005288556139130;(-0.10, 1.32, -0.25);(-0.00068, 0.15046, 0.03126, 0.98812);VALID;0.01542557;0.3071269;0.9515436;-0.2220389;0.902113;-9.427498;-0.2127836;1.086389;-8.856571;65.500;VALID;(0.025, 0.300, 0.954);(-0.034, 0.000, 0.000);0.408;5.177;5.177;VALID;(-0.045, 0.352, 0.935);(0.034, 0.000, 0.000);0.391;4.735;12.103;0.5905564;0
2074641;1001005288566139311;(-0.10, 1.32, -0.25);(-0.00065, 0.14939, 0.03147, 0.98828);VALID;0.01552385;0.3074002;0.9514537;-0.2220389;0.902113;-9.427498;-0.2127246;1.086553;-8.856626;65.500;VALID;(0.026, 0.300, 0.954);(-0.034, 0.000, 0.000);0.407;5.161;5.161;VALID;(-0.043, 0.361, 0.932);(0.034, 0.000, 0.000);0.409;4.948;12.103;0.5177609;0
2074643;1001005288576139492;(-0.10, 1.32, -0.25);(-0.00097, 0.14842, 0.03163, 0.98842);VALID;0.01618837;0.3064147;0.9517605;-0.2220389;0.902113;-9.427498;-0.2123259;1.085962;-8.856441;65.500;VALID;(0.027, 0.299, 0.954);(-0.034, 0.000, 0.000);0.405;5.141;5.141;VALID;(-0.043, 0.361, 0.932);(0.034, 0.000, 0.000);0.407;4.921;12.103;0.5150646;0
2074645;1001005288586139674;(-0.10, 1.32, -0.25);(-0.00098, 0.14729, 0.03182, 0.98858);VALID;0.01672222;0.3054551;0.9520596;-0.2220389;0.902113;-9.427498;-0.2120056;1.085386;-8.856262;65.500;VALID;(0.027, 0.299, 0.954);(-0.034, 0.000, 0.000);0.404;5.117;5.117;VALID;(-0.042, 0.360, 0.932);(0.034, 0.000, 0.000);0.406;4.913;12.103;0.5138717;0.1629519
2074648;1001005288601150246;(-0.10, 1.32, -0.25);(-0.00081, 0.14610, 0.03183, 0.98876);VALID;0.01556922;0.3038962;0.9525779;-0.2220389;0.902113;-9.427498;-0.2126974;1.084451;-8.855951;65.500;VALID;(0.026, 0.296, 0.955);(-0.034, 0.000, 0.000);0.400;5.074;5.074;VALID;(-0.043, 0.360, 0.932);(0.034, 0.000, 0.000);0.406;4.914;12.103;0.4957692;0
2074650;1001005288611157215;(-0.10, 1.32, -0.25);(-0.00065, 0.14473, 0.03178, 0.98896);VALID;0.00201552;0.2988668;0.9542927;-0.2220389;0.902113;-9.427498;-0.2208296;1.081433;-8.854922;65.500;VALID;(0.010, 0.287, 0.958);(-0.034, 0.000, 0.000);0.400;5.067;5.067;VALID;(-0.056, 0.360, 0.931);(0.034, 0.000, 0.000);0.396;4.788;12.103;0.4292602;0
2074652;1001005288621164133;(-0.10, 1.32, -0.25);(-0.00050, 0.14327, 0.03172, 0.98918);VALID;-0.0245702;0.2838523;0.9585532;-0.2220389;0.902113;-9.427498;-0.236781;1.072424;-8.852365;65.500;VALID;(-0.018, 0.271, 0.962);(-0.034, 0.000, 0.000);0.401;5.080;5.080;VALID;(-0.096, 0.345, 0.934);(0.034, 0.000, 0.000);0.396;4.789;12.103;0.4258183;0
2074654;1001005288631171003;(-0.10, 1.32, -0.25);(0.00003, 0.14168, 0.03169, 0.98941);VALID;-0.07219613;0.2475847;0.9661726;-0.2220389;0.902113;-9.427498;-0.2653566;1.050664;-8.847795;65.500;VALID;(-0.067, 0.236, 0.969);(-0.034, 0.000, 0.000);0.398;5.047;5.047;VALID;(-0.150, 0.304, 0.941);(0.034, 0.000, 0.000);0.390;4.718;12.103;0.45155;0
2074656;1001005288641171131;(-0.10, 1.32, -0.25);(0.00069, 0.13977, 0.03167, 0.98968);VALID;-0.1086935;0.2108374;0.9714594;-0.2220389;0.902113;-9.427498;-0.287255;1.028615;-8.844623;65.500;VALID;(-0.104, 0.202, 0.974);(-0.034, 0.000, 0.000);0.397;5.035;5.035;VALID;(-0.194, 0.258, 0.947);(0.034, 0.000, 0.000);0.390;4.714;12.103;0.5097172;0
2074659;1001005288656171400;(-0.10, 1.32, -0.25);(0.00108, 0.13796, 0.03180, 0.98993);VALID;-0.1460588;0.1653765;0.975355;-0.2220389;0.902113;-9.427498;-0.3096742;1.001339;-8.842285;65.500;VALID;(-0.143, 0.161, 0.976);(-0.034, 0.000, 0.000);0.398;5.048;5.048;VALID;(-0.229, 0.210, 0.951);(0.034, 0.000, 0.000);0.382;4.626;12.103;0.5593545;0
2074661;1001005288666171546;(-0.10, 1.32, -0.25);(0.00147, 0.13583, 0.03205, 0.99021);VALID;-0.155691;0.1535649;0.9757962;-0.2220389;0.902113;-9.427498;-0.3154535;0.9942519;-8.84202;65.500;VALID;(-0.153, 0.150, 0.977);(-0.034, 0.000, 0.000);0.400;5.065;5.065;VALID;(-0.236, 0.197, 0.952);(0.034, 0.000, 0.000);0.381;4.611;12.103;0.5801498;0
2074663;1001005288676171609;(-0.10, 1.32, -0.25);(0.00225, 0.13349, 0.03229, 0.99052);VALID;-0.1623803;0.1452157;0.9759842;-0.2220389;0.902113;-9.427498;-0.3194671;0.9892424;-8.841908;65.500;VALID;(-0.160, 0.143, 0.977);(-0.034, 0.000, 0.000);0.401;5.082;5.082;VALID;(-0.241, 0.190, 0.952);(0.034, 0.000, 0.000);0.381;4.610;12.103;0.58099;0
2074665;1001005288686175130;(-0.10, 1.32, -0.25);(0.00263, 0.13101, 0.03248, 0.99085);VALID;-0.1668278;0.1392152;0.9761084;-0.2220389;0.902113;-9.427498;-0.3221356;0.9856421;-8.841833;65.500;VALID;(-0.164, 0.137, 0.977);(-0.034, 0.000, 0.000);0.401;5.084;5.084;VALID;(-0.243, 0.186, 0.952);(0.034, 0.000, 0.000);0.381;4.610;12.103;0.5733405;0
2074668;1001005288701185523;(-0.10, 1.32, -0.25);(0.00290, 0.12857, 0.03265, 0.99116);VALID;-0.1702935;0.1373454;0.9757748;-0.2220389;0.902113;-9.427498;-0.324215;0.9845202;-8.842033;65.500;VALID;(-0.168, 0.135, 0.977);(-0.034, 0.000, 0.000);0.403;5.113;5.113;VALID;(-0.244, 0.184, 0.952);(0.034, 0.000, 0.000);0.381;4.610;12.103;0.5863643;0
2074670;1001005288711192383;(-0.10, 1.32, -0.25);(0.00325, 0.12582, 0.03273, 0.99151);VALID;-0.171172;0.1368209;0.9756947;-0.2220389;0.902113;-9.427498;-0.3247421;0.9842055;-8.842081;65.500;VALID;(-0.169, 0.134, 0.976);(-0.034, 0.000, 0.000);0.404;5.116;5.116;VALID;(-0.244, 0.182, 0.952);(0.034, 0.000, 0.000);0.381;4.613;12.103;0.5958229;0
2074672;1001005288721199189;(-0.10, 1.32, -0.25);(0.00366, 0.12309, 0.03280, 0.99185);VALID;-0.1708122;0.135152;0.9759904;-0.2220389;0.902113;-9.427498;-0.3245263;0.9832042;-8.841904;65.500;VALID;(-0.168, 0.132, 0.977);(-0.034, 0.000, 0.000);0.402;5.099;5.099;VALID;(-0.242, 0.181, 0.953);(0.034, 0.000, 0.000);0.381;4.615;12.103;0.593261;0
2074674;1001005288731202514;(-0.11, 1.32, -0.25);(0.00395, 0.12040, 0.03292, 0.99217);VALID;-0.1710774;0.1344668;0.9760385;-0.2220389;0.902113;-9.427498;-0.3246854;0.982793;-8.841875;65.500;VALID;(-0.167, 0.131, 0.977);(-0.034, 0.000, 0.000);0.401;5.087;5.087;VALID;(-0.241, 0.185, 0.953);(0.034, 0.000, 0.000);0.387;4.688;12.103;0.5515835;0
2074677;1001005288746202801;(-0.11, 1.32, -0.25);(0.00420, 0.11749, 0.03309, 0.99251);VALID;-0.1695893;0.1329002;0.9765127;-0.2220389;0.902113;-9.427498;-0.3237925;0.9818531;-8.84159;65.500;VALID;(-0.165, 0.128, 0.978);(-0.034, 0.000, 0.000);0.401;5.083;5.083;VALID;(-0.238, 0.187, 0.953);(0.034, 0.000, 0.000);0.388;4.692;12.103;0.5253397;0.5220621
2074679;1001005288756203064;(-0.11, 1.32, -0.25);(0.00468, 0.11445, 0.03336, 0.99286);VALID;-0.1675152;0.1329968;0.9768575;-0.2220389;0.902113;-9.427498;-0.3225481;0.981911;-8.841383;65.500;VALID;(-0.163, 0.129, 0.978);(-0.034, 0.000, 0.000);0.401;5.086;5.086;VALID;(-0.236, 0.187, 0.953);(0.034, 0.000, 0.000);0.389;4.707;12.103;0.5251707;0.6015647
2074681;1001005288766203268;(-0.11, 1.32, -0.25);(0.00518, 0.11120, 0.03362, 0.99322);VALID;-0.1654265;0.1324042;0.9772938;-0.2220389;0.902113;-9.427498;-0.3212948;0.9815555;-8.841122;65.500;VALID;(-0.161, 0.128, 0.979);(-0.034, 0.000, 0.000);0.402;5.096;5.096;VALID;(-0.234, 0.186, 0.954);(0.034, 0.000, 0.000);0.389;4.709;12.103;0.5328395;0.6143163
2074683;1001005288776203316;(-0.11, 1.32, -0.25);(0.00547, 0.10807, 0.03387, 0.99355);VALID;-0.1640513;0.1316155;0.9776321;-0.2220389;0.902113;-9.427498;-0.3204697;0.9810823;-8.840919;65.500;VALID;(-0.160, 0.128, 0.979);(-0.034, 0.000, 0.000);0.402;5.101;5.101;VALID;(-0.233, 0.186, 0.954);(0.034, 0.000, 0.000);0.389;4.711;12.103;0.526787;0.6313183
2074685;1001005288786210271;(-0.11, 1.32, -0.25);(0.00579, 0.10456, 0.03412, 0.99392);VALID;-0.1628084;0.1320895;0.9777759;-0.2220389;0.902113;-9.427498;-0.319724;0.9813667;-8.840833;65.500;VALID;(-0.159, 0.128, 0.979);(-0.034, 0.000, 0.000);0.404;5.126;5.126;VALID;(-0.231, 0.186, 0.955);(0.034, 0.000, 0.000);0.390;4.715;12.103;0.5312243;0.5563325
2074688;1001005288801220620;(-0.11, 1.32, -0.24);(0.00638, 0.10078, 0.03429, 0.99430);VALID;-0.1598581;0.1315512;0.9783351;-0.2220389;0.902113;-9.427498;-0.3179538;0.9810436;-8.840497;65.500;VALID;(-0.156, 0.127, 0.980);(-0.034, 0.000, 0.000);0.404;5.117;5.117;VALID;(-0.225, 0.184, 0.957);(0.034, 0.000, 0.000);0.389;4.711;12.103;0.5449628;0.4258048
2074690;1001005288811227466;(-0.11, 1.32, -0.24);(0.00670, 0.09716, 0.03450, 0.99465);VALID;-0.1563488;0.1309536;0.9789823;-0.2220389;0.902113;-9.427498;-0.3158482;0.9806851;-8.840109;65.500;VALID;(-0.152, 0.127, 0.980);(-0.034, 0.000, 0.000);0.404;5.116;5.116;VALID;(-0.221, 0.185, 0.958);(0.034, 0.000, 0.000);0.389;4.708;12.103;0.5399166;0.412076
2074692;1001005288821234262;(-0.11, 1.32, -0.24);(0.00706, 0.09309, 0.03458, 0.99503);VALID;-0.154948;0.1288314;0.9794864;-0.2220389;0.902113;-9.427498;-0.3150077;0.9794118;-8.839806;65.500;VALID;(-0.151, 0.125, 0.981);(-0.034, 0.000, 0.000);0.404;5.120;5.120;VALID;(-0.219, 0.186, 0.958);(0.034, 0.000, 0.000);0.398;4.820;12.103;0.5110059;0
2074694;1001005288831237662;(-0.11, 1.32, -0.24);(0.00750, 0.08878, 0.03470, 0.99542);VALID;-0.1577576;0.1281996;0.9791207;-0.2220389;0.902113;-9.427498;-0.3166935;0.9790328;-8.840025;65.500;VALID;(-0.153, 0.123, 0.980);(-0.034, 0.000, 0.000);0.408;5.175;5.175;VALID;(-0.224, 0.182, 0.957);(0.034, 0.000, 0.000);0.385;4.663;12.103;0.5300452;0
2074697;1001005288846238174;(-0.11, 1.32, -0.24);(0.00792, 0.08429, 0.03478, 0.99580);VALID;-0.1752712;0.1211202;0.9770414;-0.2220389;0.902113;-9.427498;-0.3272016;0.9747851;-8.841273;65.500;VALID;(-0.171, 0.117, 0.978);(-0.034, 0.000, 0.000);0.408;5.174;5.174;VALID;(-0.238, 0.172, 0.956);(0.034, 0.000, 0.000);0.386;4.670;12.103;0.5662309;0
2074699;1001005288856238527;(-0.11, 1.32, -0.24);(0.00817, 0.07931, 0.03487, 0.99621);VALID;-0.1923721;0.1205871;0.9738849;-0.2220389;0.902113;-9.427498;-0.3374622;0.9744653;-8.843167;65.500;VALID;(-0.189, 0.117, 0.975);(-0.034, 0.000, 0.000);0.409;5.188;5.188;VALID;(-0.254, 0.171, 0.952);(0.034, 0.000, 0.000);0.385;4.659;12.103;0.5737796;0
2074701;1001005288866238634;(-0.11, 1.32, -0.24);(0.00838, 0.07464, 0.03494, 0.99656);VALID;-0.206943;0.1198676;0.9709821;-0.2220389;0.902113;-9.427498;-0.3462047;0.9740335;-8.844909;65.500;VALID;(-0.204, 0.116, 0.972);(-0.034, 0.000, 0.000);0.410;5.193;5.193;VALID;(-0.268, 0.168, 0.949);(0.034, 0.000, 0.000);0.388;4.693;12.103;0.5873623;0
2074703;1001005288876242038;(-0.11, 1.32, -0.24);(0.00857, 0.06964, 0.03486, 0.99693);VALID;-0.2139032;0.1189758;0.9695825;-0.2220389;0.902113;-9.427498;-0.3503809;0.9734985;-8.845748;65.500;VALID;(-0.211, 0.116, 0.971);(-0.034, 0.000, 0.000);0.410;5.197;5.197;VALID;(-0.279, 0.164, 0.946);(0.034, 0.000, 0.000);0.389;4.704;12.103;0.6065689;0
2074705;1001005288886248819;(-0.12, 1.32, -0.24);(0.00870, 0.06421, 0.03469, 0.99730);VALID;-0.2169305;0.1185063;0.9689672;-0.2220389;0.902113;-9.427498;-0.3521973;0.9732168;-8.846117;65.500;VALID;(-0.215, 0.115, 0.970);(-0.034, 0.000, 0.000);0.410;5.201;5.201;VALID;(-0.285, 0.162, 0.945);(0.034, 0.000, 0.000);0.389;4.713;12.103;0.6172184;0
2074708;1001005288901258856;(-0.12, 1.32, -0.24);(0.00858, 0.05873, 0.03450, 0.99764);VALID;-0.218436;0.1180665;0.9686826;-0.2220389;0.902113;-9.427498;-0.3531005;0.9729528;-8.846289;65.500;VALID;(-0.216, 0.115, 0.970);(-0.034, 0.000, 0.000);0.410;5.201;5.201;VALID;(-0.286, 0.164, 0.944);(0.034, 0.000, 0.000);0.389;4.705;12.103;0.5940919;0
2074710;1001005288911265490;(-0.12, 1.32, -0.24);(0.00864, 0.05297, 0.03425, 0.99797);VALID;-0.2163392;0.1168916;0.9692955;-0.2220389;0.902113;-9.427498;-0.3518425;0.9722479;-8.845921;65.500;VALID;(-0.214, 0.114, 0.970);(-0.034, 0.000, 0.000);0.409;5.183;5.183;VALID;(-0.286, 0.165, 0.944);(0.034, 0.000, 0.000);0.387;4.679;12.103;0.5754687;0
2074712;1001005288921272074;(-0.12, 1.32, -0.24);(0.00854, 0.04694, 0.03394, 0.99828);VALID;-0.2137925;0.116065;0.9699596;-0.2220389;0.902113;-9.427498;-0.3503144;0.9717519;-8.845522;65.500;VALID;(-0.211, 0.113, 0.971);(-0.034, 0.000, 0.000);0.408;5.176;5.176;VALID;(-0.284, 0.165, 0.944);(0.034, 0.000, 0.000);0.387;4.678;12.103;0.5685692;0
2074714;1001005288931271891;(-0.12, 1.32, -0.24);(0.00815, 0.04068, 0.03367, 0.99857);VALID;-0.2105059;0.115614;0.970732;-0.2220389;0.902113;-9.427498;-0.3483425;0.9714813;-8.845058;65.500;VALID;(-0.208, 0.113, 0.972);(-0.034, 0.000, 0.000);0.409;5.180;5.180;VALID;(-0.281, 0.165, 0.945);(0.034, 0.000, 0.000);0.388;4.691;12.103;0.5634254;0
2074717;1001005288946272277;(-0.12, 1.32, -0.24);(0.00775, 0.03427, 0.03350, 0.99882);VALID;-0.2069853;0.1155526;0.9714961;-0.2220389;0.902113;-9.427498;-0.3462301;0.9714445;-8.844601;65.500;VALID;(-0.204, 0.113, 0.972);(-0.034, 0.000, 0.000);0.410;5.195;5.195;VALID;(-0.272, 0.161, 0.949);(0.034, 0.000, 0.000);0.401;4.851;12.103;0.6193632;0
2074719;1001005288956272551;(-0.12, 1.32, -0.24);(0.00737, 0.02729, 0.03321, 0.99905);VALID;-0.196571;0.08698732;0.9766233;-0.2220389;0.902113;-9.427498;-0.3399816;0.9543054;-8.841524;65.500;VALID;(-0.195, 0.086, 0.977);(-0.034, 0.000, 0.000);0.374;4.748;4.748;VALID;(-0.239, 0.148, 0.960);(0.034, 0.000, 0.000);0.000;0.000;12.103;0.4905449;0
2074721;1001005288966272418;(-0.12, 1.32, -0.24);(0.00669, 0.02028, 0.03292, 0.99923);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074723;1001005288976275618;(-0.12, 1.32, -0.24);(0.00597, 0.01314, 0.03254, 0.99937);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074726;1001005288991285546;(-0.13, 1.32, -0.24);(0.00529, 0.00561, 0.03214, 0.99945);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074728;1001005289001292100;(-0.13, 1.32, -0.24);(0.00477, -0.00208, 0.03160, 0.99949);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074730;1001005289011298607;(-0.13, 1.32, -0.24);(0.00389, -0.01008, 0.03104, 0.99946);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074732;1001005289021305067;(-0.13, 1.32, -0.24);(0.00297, -0.01808, 0.03039, 0.99937);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074734;1001005289031304929;(-0.13, 1.32, -0.24);(0.00228, -0.02634, 0.02993, 0.99920);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074736;1001005289041305222;(-0.13, 1.32, -0.24);(0.00171, -0.03462, 0.02963, 0.99896);INVALID;;;;;;;;;;;INVALID;;;;;;INVALID;;;;;;;
2074739;1001005289056305706;(-0.13, 1.32, -0.24);(0.00077, -0.04307, 0.02941, 0.99864);VALID;-0.2218964;0.1043003;0.9694759;-0.2220389;0.902113;-9.427498;-0.3551767;0.9646931;-8.845812;65.500;VALID;(-0.221, 0.106, 0.969);(-0.034, 0.000, 0.000);0.387;4.909;4.909;INVALID;;;;;;2;0
2074741;1001005289066305570;(-0.13, 1.32, -0.24);(-0.00005, -0.05171, 0.02934, 0.99823);VALID;-0.3077186;0.1901111;0.9322913;-0.2220389;0.902113;-9.427498;-0.4066701;1.01618;-8.868123;65.500;VALID;(-0.308, 0.199, 0.930);(-0.034, 0.000, 0.000);0.428;5.422;5.422;VALID;(-0.371, 0.270, 0.888);(0.034, 0.000, 0.000);0.403;4.878;12.103;0.3940048;0
